sales,profit,region,state,category,type,caffeination
150,48,West,WA,Coffee,Columbian,Regular
223,96,Central,CO,Coffee,Amaretto,Regular
178,63,Central,CO,Coffee,Columbian,Regular
121,13,Central,CO,Tea,Darjeeling,Regular
138,34,Central,CO,Tea,Earl Grey,Regular
106,32,Central,CO,Tea,Green Tea,Regular
198,84,Central,CO,Espresso,Caffe Mocha,Regular
170,48,Central,CO,Espresso,Decaf Espresso,Decaf
245,105,Central,CO,Coffee,Decaf Irish Cream,Decaf
325,94,Central,CO,Herbal Tea,Chamomile,Decaf
125,4,Central,CO,Herbal Tea,Lemon,Decaf
129,29,Central,CO,Herbal Tea,Mint,Decaf
456,156,Central,IL,Coffee,Columbian,Regular
198,83,Central,IL,Tea,Darjeeling,Regular
170,49,Central,IL,Tea,Earl Grey,Regular
587,220,Central,IL,Espresso,Caffe Mocha,Regular
478,149,Central,IL,Espresso,Decaf Espresso,Decaf
301,116,Central,IL,Coffee,Decaf Irish Cream,Decaf
223,95,Central,IL,Herbal Tea,Chamomile,Decaf
178,62,Central,IL,Herbal Tea,Lemon,Decaf
245,106,Central,IL,Herbal Tea,Mint,Decaf
47,11,Central,IA,Coffee,Amaretto,Regular
478,148,Central,IA,Tea,Darjeeling,Regular
578,186,Central,IA,Tea,Earl Grey,Regular
43,10,Central,IA,Espresso,Caffe Mocha,Regular
43,32,Central,IA,Espresso,Decaf Espresso,Decaf
61,3,Central,IA,Coffee,Columbian,Regular
49,9,Central,IA,Coffee,Decaf Irish Cream,Decaf
587,220,Central,IA,Herbal Tea,Chamomile,Decaf
301,115,Central,IA,Herbal Tea,Lemon,Decaf
88,11,Central,MO,Tea,Darjeeling,Regular
65,9,Central,MO,Tea,Earl Grey,Regular
79,2,Central,MO,Tea,Green Tea,Regular
115,43,Central,MO,Espresso,Caffe Mocha,Regular
112,44,Central,MO,Espresso,Decaf Espresso,Decaf
178,35,Central,MO,Coffee,Columbian,Regular
167,47,Central,MO,Coffee,Decaf Irish Cream,Decaf
107,6,Central,MO,Herbal Tea,Chamomile,Decaf
133,12,Central,MO,Herbal Tea,Lemon,Decaf
222,73,Central,OH,Tea,Darjeeling,Regular
267,97,Central,OH,Tea,Earl Grey,Regular
325,93,Central,OH,Espresso,Caffe Mocha,Regular
121,13,Central,OH,Espresso,Decaf Espresso,Decaf
129,28,Central,OH,Coffee,Amaretto,Regular
107,27,Central,OH,Coffee,Columbian,Regular
125,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
53,16,Central,OH,Herbal Tea,Chamomile,Decaf
75,26,Central,OH,Herbal Tea,Lemon,Decaf
114,31,Central,WI,Tea,Darjeeling,Regular
150,1,Central,WI,Tea,Earl Grey,Regular
151,39,Central,WI,Espresso,Caffe Mocha,Regular
103,32,Central,WI,Espresso,Decaf Espresso,Decaf
127,16,Central,WI,Coffee,Amaretto,Regular
227,17,Central,WI,Coffee,Columbian,Regular
195,58,Central,WI,Coffee,Decaf Irish Cream,Decaf
133,46,Central,WI,Herbal Tea,Chamomile,Decaf
121,47,Central,WI,Herbal Tea,Lemon,Decaf
115,43,East,CT,Tea,Darjeeling,Regular
62,18,East,CT,Tea,Green Tea,Regular
150,0,East,CT,Espresso,Caffe Mocha,Regular
119,24,East,CT,Espresso,Decaf Espresso,Decaf
292,107,East,CT,Coffee,Columbian,Regular
178,34,East,CT,Herbal Tea,Lemon,Decaf
167,46,East,CT,Herbal Tea,Mint,Decaf
85,30,East,FL,Tea,Darjeeling,Regular
121,47,East,FL,Tea,Green Tea,Regular
227,17,East,FL,Espresso,Caffe Mocha,Regular
195,58,East,FL,Espresso,Decaf Espresso,Decaf
222,73,East,FL,Coffee,Columbian,Regular
267,98,East,FL,Coffee,Decaf Irish Cream,Decaf
103,31,East,FL,Herbal Tea,Chamomile,Decaf
127,15,East,FL,Herbal Tea,Lemon,Decaf
151,39,East,FL,Herbal Tea,Mint,Decaf
75,26,East,MA,Tea,Darjeeling,Regular
53,16,East,MA,Tea,Green Tea,Regular
117,12,East,MA,Espresso,Caffe Mocha,Regular
325,94,East,MA,Espresso,Regular Espresso,Regular
519,397,East,MA,Coffee,Columbian,Regular
121,13,East,MA,Herbal Tea,Lemon,Decaf
47,12,East,NH,Tea,Darjeeling,Regular
43,32,East,NH,Tea,Green Tea,Regular
107,6,East,NH,Espresso,Caffe Mocha,Regular
65,9,East,NH,Espresso,Regular Espresso,Regular
121,33,East,NH,Coffee,Amaretto,Regular
125,27,East,NH,Coffee,Columbian,Regular
79,3,East,NH,Herbal Tea,Lemon,Decaf
245,105,East,NY,Tea,Darjeeling,Regular
223,95,East,NY,Tea,Earl Grey,Regular
198,83,East,NY,Tea,Green Tea,Regular
66,205,East,NY,Espresso,Caffe Mocha,Regular
564,235,East,NY,Espresso,Regular Espresso,Regular
712,276,East,NY,Coffee,Columbian,Regular
638,247,East,NY,Herbal Tea,Lemon,Decaf
189,105,East,NY,Herbal Tea,Mint,Decaf
150,1,South,LA,Espresso,Caffe Latte,Regular
133,45,South,LA,Espresso,Caffe Mocha,Regular
114,31,South,LA,Espresso,Decaf Espresso,Decaf
119,38,South,LA,Herbal Tea,Chamomile,Decaf
178,35,South,LA,Herbal Tea,Lemon,Decaf
86,30,South,LA,Coffee,Columbian,Regular
121,48,South,LA,Coffee,Decaf Irish Cream,Decaf
65,9,South,NM,Espresso,Caffe Latte,Regular
107,6,South,NM,Espresso,Caffe Mocha,Regular
88,12,South,NM,Espresso,Decaf Espresso,Decaf
47,12,South,NM,Herbal Tea,Chamomile,Decaf
61,3,South,NM,Herbal Tea,Lemon,Decaf
125,27,South,NM,Coffee,Columbian,Regular
133,11,South,NM,Coffee,Decaf Irish Cream,Decaf
222,74,South,OK,Espresso,Decaf Espresso,Decaf
267,98,South,OK,Espresso,Caffe Latte,Regular
53,16,South,OK,Espresso,Caffe Mocha,Regular
127,15,South,OK,Herbal Tea,Chamomile,Decaf
227,16,South,OK,Herbal Tea,Lemon,Decaf
106,33,South,OK,Coffee,Columbian,Regular
75,25,South,OK,Coffee,Decaf Irish Cream,Decaf
198,84,South,TX,Espresso,Decaf Espresso,Decaf
170,48,South,TX,Espresso,Caffe Latte,Regular
223,96,South,TX,Espresso,Caffe Mocha,Regular
129,28,South,TX,Herbal Tea,Chamomile,Decaf
107,27,South,TX,Herbal Tea,Lemon,Decaf
456,161,South,TX,Coffee,Columbian,Regular
178,63,South,TX,Coffee,Decaf Irish Cream,Decaf
119,37,West,UT,Espresso,Caffe Mocha,Regular
115,43,West,UT,Espresso,Decaf Espresso,Decaf
112,43,West,UT,Espresso,Caffe Latte,Regular
167,47,West,UT,Coffee,Amaretto,Regular
119,25,West,UT,Coffee,Columbian,Regular
178,34,West,UT,Coffee,Decaf Irish Cream,Decaf
121,34,West,UT,Herbal Tea,Chamomile,Decaf
125,28,West,UT,Herbal Tea,Lemon,Decaf
133,11,West,UT,Herbal Tea,Mint,Decaf
107,6,West,UT,Tea,Darjeeling,Regular
88,11,West,UT,Tea,Earl Grey,Regular
65,8,West,UT,Tea,Green Tea,Regular
478,148,West,CA,Espresso,Caffe Latte,Regular
298,26,West,CA,Espresso,Caffe Mocha,Regular
587,220,West,CA,Espresso,Decaf Espresso,Decaf
110,76,West,CA,Coffee,Amaretto,Regular
712,276,West,CA,Coffee,Columbian,Regular
159,141,West,CA,Coffee,Decaf Irish Cream,Decaf
245,106,West,CA,Herbal Tea,Chamomile,Decaf
456,162,West,CA,Herbal Tea,Lemon,Decaf
178,62,West,CA,Herbal Tea,Mint,Decaf
223,96,West,CA,Tea,Darjeeling,Regular
198,83,West,CA,Tea,Earl Grey,Regular
170,48,West,CA,Tea,Green Tea,Regular
43,32,West,NV,Espresso,Caffe Latte,Regular
47,11,West,NV,Espresso,Caffe Mocha,Regular
43,10,West,NV,Espresso,Decaf Espresso,Decaf
79,2,West,NV,Coffee,Columbian,Regular
61,4,West,NV,Coffee,Decaf Irish Cream,Decaf
298,27,West,NV,Herbal Tea,Chamomile,Decaf
456,156,West,NV,Herbal Tea,Lemon,Decaf
301,115,West,NV,Herbal Tea,Mint,Decaf
587,219,West,NV,Tea,Darjeeling,Regular
478,149,West,NV,Tea,Earl Grey,Regular
26,365,West,NV,Tea,Green Tea,Regular
121,13,West,OR,Espresso,Caffe Latte,Regular
129,28,West,OR,Espresso,Caffe Mocha,Regular
325,93,West,OR,Espresso,Decaf Espresso,Decaf
125,3,West,OR,Coffee,Amaretto,Regular
119,8,West,OR,Coffee,Columbian,Regular
87,31,West,OR,Herbal Tea,Chamomile,Decaf
106,32,West,OR,Herbal Tea,Lemon,Decaf
53,15,West,OR,Tea,Darjeeling,Regular
222,73,West,OR,Tea,Earl Grey,Regular
267,98,West,OR,Tea,Green Tea,Regular
107,28,West,OR,Coffee,Decaf Irish Cream,Decaf
103,32,West,WA,Espresso,Caffe Latte,Regular
127,15,West,WA,Espresso,Caffe Mocha,Regular
151,39,West,WA,Espresso,Decaf Espresso,Decaf
169,54,West,WA,Coffee,Columbian,Regular
292,106,West,WA,Herbal Tea,Chamomile,Decaf
86,30,West,WA,Herbal Tea,Lemon,Decaf
133,45,West,WA,Tea,Darjeeling,Regular
114,30,West,WA,Tea,Earl Grey,Regular
150,0,West,WA,Tea,Green Tea,Regular
227,17,West,WA,Coffee,Decaf Irish Cream,Decaf
256,111,Central,CO,Coffee,Amaretto,Regular
190,68,Central,CO,Coffee,Columbian,Regular
118,12,Central,CO,Tea,Darjeeling,Regular
122,27,Central,CO,Tea,Earl Grey,Regular
99,30,Central,CO,Tea,Green Tea,Regular
210,88,Central,CO,Espresso,Caffe Mocha,Regular
160,44,Central,CO,Espresso,Decaf Espresso,Decaf
256,112,Central,CO,Coffee,Decaf Irish Cream,Decaf
298,83,Central,CO,Herbal Tea,Chamomile,Decaf
128,3,Central,CO,Herbal Tea,Lemon,Decaf
123,26,Central,CO,Herbal Tea,Mint,Decaf
465,161,Central,IL,Coffee,Columbian,Regular
210,88,Central,IL,Tea,Darjeeling,Regular
160,44,Central,IL,Tea,Earl Grey,Regular
612,230,Central,IL,Espresso,Caffe Mocha,Regular
521,165,Central,IL,Espresso,Decaf Espresso,Decaf
312,122,Central,IL,Coffee,Decaf Irish Cream,Decaf
256,112,Central,IL,Herbal Tea,Chamomile,Decaf
190,68,Central,IL,Herbal Tea,Lemon,Decaf
256,112,Central,IL,Herbal Tea,Mint,Decaf
49,12,Central,IA,Coffee,Amaretto,Regular
521,165,Central,IA,Tea,Darjeeling,Regular
589,190,Central,IA,Tea,Earl Grey,Regular
49,12,Central,IA,Espresso,Caffe Mocha,Regular
43,31,Central,IA,Espresso,Decaf Espresso,Decaf
68,7,Central,IA,Coffee,Columbian,Regular
52,11,Central,IA,Coffee,Decaf Irish Cream,Decaf
612,231,Central,IA,Herbal Tea,Chamomile,Decaf
312,122,Central,IA,Herbal Tea,Lemon,Decaf
92,14,Central,MO,Tea,Darjeeling,Regular
76,4,Central,MO,Tea,Earl Grey,Regular
81,2,Central,MO,Tea,Green Tea,Regular
109,41,Central,MO,Espresso,Caffe Mocha,Regular
97,36,Central,MO,Espresso,Decaf Espresso,Decaf
173,33,Central,MO,Coffee,Columbian,Regular
148,38,Central,MO,Coffee,Decaf Irish Cream,Decaf
104,8,Central,MO,Herbal Tea,Chamomile,Decaf
136,15,Central,MO,Herbal Tea,Lemon,Decaf
235,79,Central,OH,Tea,Darjeeling,Regular
273,101,Central,OH,Tea,Earl Grey,Regular
298,84,Central,OH,Espresso,Caffe Mocha,Regular
118,11,Central,OH,Espresso,Decaf Espresso,Decaf
123,27,Central,OH,Coffee,Amaretto,Regular
103,24,Central,OH,Coffee,Columbian,Regular
128,2,Central,OH,Coffee,Decaf Irish Cream,Decaf
49,12,Central,OH,Herbal Tea,Chamomile,Decaf
71,23,Central,OH,Herbal Tea,Lemon,Decaf
110,27,Central,WI,Tea,Darjeeling,Regular
154,2,Central,WI,Tea,Earl Grey,Regular
170,47,Central,WI,Espresso,Caffe Mocha,Regular
110,35,Central,WI,Espresso,Decaf Espresso,Decaf
130,17,Central,WI,Coffee,Amaretto,Regular
221,17,Central,WI,Coffee,Columbian,Regular
204,62,Central,WI,Coffee,Decaf Irish Cream,Decaf
130,45,Central,WI,Herbal Tea,Chamomile,Decaf
130,51,Central,WI,Herbal Tea,Lemon,Decaf
109,42,East,CT,Tea,Darjeeling,Regular
57,17,East,CT,Tea,Green Tea,Regular
154,3,East,CT,Espresso,Caffe Mocha,Regular
113,22,East,CT,Espresso,Decaf Espresso,Decaf
275,98,East,CT,Coffee,Columbian,Regular
173,33,East,CT,Herbal Tea,Lemon,Decaf
148,38,East,CT,Herbal Tea,Mint,Decaf
89,32,East,FL,Tea,Darjeeling,Regular
130,52,East,FL,Tea,Green Tea,Regular
221,17,East,FL,Espresso,Caffe Mocha,Regular
204,62,East,FL,Espresso,Decaf Espresso,Decaf
235,78,East,FL,Coffee,Columbian,Regular
273,100,East,FL,Coffee,Decaf Irish Cream,Decaf
110,35,East,FL,Herbal Tea,Chamomile,Decaf
130,17,East,FL,Herbal Tea,Lemon,Decaf
170,47,East,FL,Herbal Tea,Mint,Decaf
71,22,East,MA,Tea,Darjeeling,Regular
49,12,East,MA,Tea,Green Tea,Regular
114,16,East,MA,Espresso,Caffe Mocha,Regular
298,84,East,MA,Espresso,Regular Espresso,Regular
551,434,East,MA,Coffee,Columbian,Regular
118,12,East,MA,Herbal Tea,Lemon,Decaf
49,12,East,NH,Tea,Darjeeling,Regular
43,32,East,NH,Tea,Green Tea,Regular
104,7,East,NH,Espresso,Caffe Mocha,Regular
76,3,East,NH,Espresso,Regular Espresso,Regular
125,35,East,NH,Coffee,Amaretto,Regular
132,31,East,NH,Coffee,Columbian,Regular
81,1,East,NH,Herbal Tea,Lemon,Decaf
256,112,East,NY,Tea,Darjeeling,Regular
256,111,East,NY,Tea,Earl Grey,Regular
210,89,East,NY,Tea,Green Tea,Regular
69,195,East,NY,Espresso,Caffe Mocha,Regular
543,187,East,NY,Espresso,Regular Espresso,Regular
756,295,East,NY,Coffee,Columbian,Regular
651,252,East,NY,Herbal Tea,Lemon,Decaf
198,131,East,NY,Herbal Tea,Mint,Decaf
110,28,South,LA,Espresso,Decaf Espresso,Decaf
154,3,South,LA,Espresso,Caffe Latte,Regular
130,44,South,LA,Espresso,Caffe Mocha,Regular
111,35,South,LA,Herbal Tea,Chamomile,Decaf
173,33,South,LA,Herbal Tea,Lemon,Decaf
99,36,South,LA,Coffee,Columbian,Regular
130,52,South,LA,Coffee,Decaf Irish Cream,Decaf
92,14,South,NM,Espresso,Decaf Espresso,Decaf
76,4,South,NM,Espresso,Caffe Latte,Regular
104,7,South,NM,Espresso,Caffe Mocha,Regular
49,12,South,NM,Herbal Tea,Chamomile,Decaf
68,7,South,NM,Herbal Tea,Lemon,Decaf
132,31,South,NM,Coffee,Columbian,Regular
136,15,South,NM,Coffee,Decaf Irish Cream,Decaf
235,79,South,OK,Espresso,Decaf Espresso,Decaf
273,101,South,OK,Espresso,Caffe Latte,Regular
49,13,South,OK,Espresso,Caffe Mocha,Regular
130,17,South,OK,Herbal Tea,Chamomile,Decaf
221,17,South,OK,Herbal Tea,Lemon,Decaf
99,30,South,OK,Coffee,Columbian,Regular
71,22,South,OK,Coffee,Decaf Irish Cream,Decaf
210,88,South,TX,Espresso,Decaf Espresso,Decaf
160,44,South,TX,Espresso,Caffe Latte,Regular
256,112,South,TX,Espresso,Caffe Mocha,Regular
123,27,South,TX,Herbal Tea,Chamomile,Decaf
103,25,South,TX,Herbal Tea,Lemon,Decaf
512,183,South,TX,Coffee,Columbian,Regular
190,68,South,TX,Coffee,Decaf Irish Cream,Decaf
97,36,West,UT,Espresso,Caffe Latte,Regular
111,36,West,UT,Espresso,Caffe Mocha,Regular
109,42,West,UT,Espresso,Decaf Espresso,Decaf
148,38,West,UT,Coffee,Amaretto,Regular
113,22,West,UT,Coffee,Columbian,Regular
173,34,West,UT,Coffee,Decaf Irish Cream,Decaf
125,34,West,UT,Herbal Tea,Chamomile,Decaf
132,32,West,UT,Herbal Tea,Lemon,Decaf
136,15,West,UT,Herbal Tea,Mint,Decaf
104,8,West,UT,Tea,Darjeeling,Regular
92,14,West,UT,Tea,Earl Grey,Regular
76,3,West,UT,Tea,Green Tea,Regular
521,165,West,CA,Espresso,Caffe Latte,Regular
289,25,West,CA,Espresso,Caffe Mocha,Regular
612,230,West,CA,Espresso,Decaf Espresso,Decaf
106,84,West,CA,Coffee,Amaretto,Regular
756,295,West,CA,Coffee,Columbian,Regular
163,142,West,CA,Coffee,Decaf Irish Cream,Decaf
256,111,West,CA,Herbal Tea,Chamomile,Decaf
512,183,West,CA,Herbal Tea,Lemon,Decaf
190,67,West,CA,Herbal Tea,Mint,Decaf
256,111,West,CA,Tea,Darjeeling,Regular
210,89,West,CA,Tea,Earl Grey,Regular
160,43,West,CA,Tea,Green Tea,Regular
43,31,West,NV,Espresso,Caffe Latte,Regular
49,13,West,NV,Espresso,Caffe Mocha,Regular
49,13,West,NV,Espresso,Decaf Espresso,Decaf
81,1,West,NV,Coffee,Columbian,Regular
289,25,West,NV,Herbal Tea,Chamomile,Decaf
465,160,West,NV,Herbal Tea,Lemon,Decaf
312,121,West,NV,Herbal Tea,Mint,Decaf
612,231,West,NV,Tea,Darjeeling,Regular
521,164,West,NV,Tea,Earl Grey,Regular
18,380,West,NV,Tea,Green Tea,Regular
68,6,West,NV,Coffee,Decaf Irish Cream,Decaf
118,11,West,OR,Espresso,Caffe Latte,Regular
123,27,West,OR,Espresso,Caffe Mocha,Regular
298,83,West,OR,Espresso,Decaf Espresso,Decaf
128,2,West,OR,Coffee,Amaretto,Regular
116,8,West,OR,Coffee,Columbian,Regular
75,26,West,OR,Herbal Tea,Chamomile,Decaf
99,30,West,OR,Herbal Tea,Lemon,Decaf
49,12,West,OR,Tea,Darjeeling,Regular
235,79,West,OR,Tea,Earl Grey,Regular
273,101,West,OR,Tea,Green Tea,Regular
103,25,West,OR,Coffee,Decaf Irish Cream,Decaf
110,34,West,WA,Espresso,Caffe Latte,Regular
130,16,West,WA,Espresso,Caffe Mocha,Regular
170,47,West,WA,Espresso,Decaf Espresso,Decaf
175,58,West,WA,Coffee,Columbian,Regular
275,98,West,WA,Herbal Tea,Chamomile,Decaf
99,36,West,WA,Herbal Tea,Lemon,Decaf
130,44,West,WA,Tea,Darjeeling,Regular
110,27,West,WA,Tea,Earl Grey,Regular
154,2,West,WA,Tea,Green Tea,Regular
221,16,West,WA,Coffee,Decaf Irish Cream,Decaf
115,11,Central,CO,Tea,Darjeeling,Regular
117,27,Central,CO,Tea,Earl Grey,Regular
99,29,Central,CO,Tea,Green Tea,Regular
230,99,Central,CO,Espresso,Caffe Mocha,Regular
135,33,Central,CO,Espresso,Decaf Espresso,Decaf
276,121,Central,CO,Coffee,Amaretto,Regular
190,68,Central,CO,Coffee,Columbian,Regular
301,132,Central,CO,Coffee,Decaf Irish Cream,Decaf
298,83,Central,CO,Herbal Tea,Chamomile,Decaf
107,7,Central,CO,Herbal Tea,Lemon,Decaf
118,24,Central,CO,Herbal Tea,Mint,Decaf
230,99,Central,IL,Tea,Darjeeling,Regular
135,33,Central,IL,Tea,Earl Grey,Regular
634,241,Central,IL,Espresso,Caffe Mocha,Regular
521,164,Central,IL,Espresso,Decaf Espresso,Decaf
478,167,Central,IL,Coffee,Columbian,Regular
345,135,Central,IL,Coffee,Decaf Irish Cream,Decaf
276,121,Central,IL,Herbal Tea,Chamomile,Decaf
190,67,Central,IL,Herbal Tea,Lemon,Decaf
301,133,Central,IL,Herbal Tea,Mint,Decaf
521,164,Central,IA,Tea,Darjeeling,Regular
603,197,Central,IA,Tea,Earl Grey,Regular
53,15,Central,IA,Espresso,Caffe Mocha,Regular
43,31,Central,IA,Espresso,Decaf Espresso,Decaf
58,18,Central,IA,Coffee,Amaretto,Regular
70,8,Central,IA,Coffee,Columbian,Regular
52,11,Central,IA,Coffee,Decaf Irish Cream,Decaf
634,241,Central,IA,Herbal Tea,Chamomile,Decaf
345,136,Central,IA,Herbal Tea,Lemon,Decaf
96,14,Central,MO,Tea,Darjeeling,Regular
78,3,Central,MO,Tea,Earl Grey,Regular
82,0,Central,MO,Tea,Green Tea,Regular
92,33,Central,MO,Espresso,Caffe Mocha,Regular
89,31,Central,MO,Espresso,Decaf Espresso,Decaf
169,31,Central,MO,Coffee,Columbian,Regular
142,35,Central,MO,Coffee,Decaf Irish Cream,Decaf
125,4,Central,MO,Herbal Tea,Chamomile,Decaf
141,33,Central,MO,Herbal Tea,Lemon,Decaf
278,99,Central,OH,Tea,Darjeeling,Regular
282,105,Central,OH,Tea,Earl Grey,Regular
298,83,Central,OH,Espresso,Caffe Mocha,Regular
115,12,Central,OH,Espresso,Decaf Espresso,Decaf
118,24,Central,OH,Coffee,Amaretto,Regular
93,19,Central,OH,Coffee,Columbian,Regular
107,6,Central,OH,Coffee,Decaf Irish Cream,Decaf
44,9,Central,OH,Herbal Tea,Chamomile,Decaf
60,18,Central,OH,Herbal Tea,Lemon,Decaf
99,24,Central,WI,Tea,Darjeeling,Regular
128,2,Central,WI,Tea,Earl Grey,Regular
177,50,Central,WI,Espresso,Caffe Mocha,Regular
110,34,Central,WI,Espresso,Decaf Espresso,Decaf
133,19,Central,WI,Coffee,Amaretto,Regular
264,24,Central,WI,Coffee,Columbian,Regular
212,63,Central,WI,Coffee,Decaf Irish Cream,Decaf
125,40,Central,WI,Herbal Tea,Chamomile,Decaf
144,58,Central,WI,Herbal Tea,Lemon,Decaf
92,33,East,CT,Tea,Darjeeling,Regular
51,15,East,CT,Tea,Green Tea,Regular
128,2,East,CT,Espresso,Caffe Mocha,Regular
108,19,East,CT,Espresso,Decaf Espresso,Decaf
232,79,East,CT,Coffee,Columbian,Regular
169,32,East,CT,Herbal Tea,Lemon,Decaf
142,36,East,CT,Herbal Tea,Mint,Decaf
105,38,East,FL,Tea,Darjeeling,Regular
144,58,East,FL,Tea,Green Tea,Regular
264,25,East,FL,Espresso,Caffe Mocha,Regular
212,63,East,FL,Espresso,Decaf Espresso,Decaf
278,99,East,FL,Coffee,Columbian,Regular
282,105,East,FL,Coffee,Decaf Irish Cream,Decaf
110,35,East,FL,Herbal Tea,Chamomile,Decaf
133,19,East,FL,Herbal Tea,Lemon,Decaf
177,49,East,FL,Herbal Tea,Mint,Decaf
60,19,East,MA,Tea,Darjeeling,Regular
44,10,East,MA,Tea,Green Tea,Regular
111,3,East,MA,Espresso,Caffe Mocha,Regular
298,83,East,MA,Espresso,Regular Espresso,Regular
649,547,East,MA,Coffee,Columbian,Regular
115,12,East,MA,Herbal Tea,Lemon,Decaf
58,17,East,NH,Tea,Darjeeling,Regular
43,32,East,NH,Tea,Green Tea,Regular
125,4,East,NH,Espresso,Caffe Mocha,Regular
78,3,East,NH,Espresso,Regular Espresso,Regular
138,41,East,NH,Coffee,Amaretto,Regular
156,42,East,NH,Coffee,Columbian,Regular
82,0,East,NH,Herbal Tea,Lemon,Decaf
301,133,East,NY,Tea,Darjeeling,Regular
276,121,East,NY,Tea,Earl Grey,Regular
230,99,East,NY,Tea,Green Tea,Regular
72,236,East,NY,Espresso,Caffe Mocha,Regular
675,318,East,NY,Espresso,Regular Espresso,Regular
890,357,East,NY,Coffee,Columbian,Regular
669,263,East,NY,Herbal Tea,Lemon,Decaf
198,143,East,NY,Herbal Tea,Mint,Decaf
99,23,South,LA,Espresso,Decaf Espresso,Decaf
128,3,South,LA,Espresso,Caffe Latte,Regular
125,41,South,LA,Espresso,Caffe Mocha,Regular
111,36,South,LA,Herbal Tea,Chamomile,Decaf
169,32,South,LA,Herbal Tea,Lemon,Decaf
107,40,South,LA,Coffee,Columbian,Regular
144,58,South,LA,Coffee,Decaf Irish Cream,Decaf
96,14,South,NM,Espresso,Decaf Espresso,Decaf
78,3,South,NM,Espresso,Caffe Latte,Regular
125,3,South,NM,Espresso,Caffe Mocha,Regular
58,18,South,NM,Herbal Tea,Chamomile,Decaf
70,8,South,NM,Herbal Tea,Lemon,Decaf
156,43,South,NM,Coffee,Columbian,Regular
141,34,South,NM,Coffee,Decaf Irish Cream,Decaf
278,99,South,OK,Espresso,Decaf Espresso,Decaf
282,105,South,OK,Espresso,Caffe Latte,Regular
44,10,South,OK,Espresso,Caffe Mocha,Regular
133,19,South,OK,Herbal Tea,Chamomile,Decaf
264,25,South,OK,Herbal Tea,Lemon,Decaf
99,29,South,OK,Coffee,Columbian,Regular
60,19,South,OK,Coffee,Decaf Irish Cream,Decaf
230,99,South,TX,Espresso,Decaf Espresso,Decaf
135,33,South,TX,Espresso,Caffe Latte,Regular
276,120,South,TX,Espresso,Caffe Mocha,Regular
118,24,South,TX,Herbal Tea,Chamomile,Decaf
93,20,South,TX,Herbal Tea,Lemon,Decaf
532,192,South,TX,Coffee,Columbian,Regular
190,68,South,TX,Coffee,Decaf Irish Cream,Decaf
89,31,West,UT,Espresso,Caffe Latte,Regular
111,35,West,UT,Espresso,Caffe Mocha,Regular
92,34,West,UT,Espresso,Decaf Espresso,Decaf
142,36,West,UT,Coffee,Amaretto,Regular
108,19,West,UT,Coffee,Columbian,Regular
138,42,West,UT,Herbal Tea,Chamomile,Decaf
156,42,West,UT,Herbal Tea,Lemon,Decaf
141,33,West,UT,Herbal Tea,Mint,Decaf
125,3,West,UT,Tea,Darjeeling,Regular
96,14,West,UT,Tea,Earl Grey,Regular
78,3,West,UT,Tea,Green Tea,Regular
169,32,West,UT,Coffee,Decaf Irish Cream,Decaf
521,165,West,CA,Espresso,Caffe Latte,Regular
345,36,West,CA,Espresso,Caffe Mocha,Regular
634,240,West,CA,Espresso,Decaf Espresso,Decaf
96,113,West,CA,Coffee,Amaretto,Regular
890,357,West,CA,Coffee,Columbian,Regular
301,133,West,CA,Herbal Tea,Chamomile,Decaf
532,192,West,CA,Herbal Tea,Lemon,Decaf
190,67,West,CA,Herbal Tea,Mint,Decaf
276,120,West,CA,Tea,Darjeeling,Regular
230,98,West,CA,Tea,Earl Grey,Regular
135,32,West,CA,Tea,Green Tea,Regular
169,142,West,CA,Coffee,Decaf Irish Cream,Decaf
43,31,West,NV,Espresso,Caffe Latte,Regular
58,18,West,NV,Espresso,Caffe Mocha,Regular
53,15,West,NV,Espresso,Decaf Espresso,Decaf
82,0,West,NV,Coffee,Columbian,Regular
345,37,West,NV,Herbal Tea,Chamomile,Decaf
478,166,West,NV,Herbal Tea,Lemon,Decaf
345,136,West,NV,Herbal Tea,Mint,Decaf
634,241,West,NV,Tea,Darjeeling,Regular
521,165,West,NV,Tea,Earl Grey,Regular
37,369,West,NV,Tea,Green Tea,Regular
70,8,West,NV,Coffee,Decaf Irish Cream,Decaf
115,11,West,OR,Espresso,Caffe Latte,Regular
118,24,West,OR,Espresso,Caffe Mocha,Regular
298,83,West,OR,Espresso,Decaf Espresso,Decaf
107,6,West,OR,Coffee,Amaretto,Regular
112,4,West,OR,Coffee,Columbian,Regular
69,22,West,OR,Herbal Tea,Chamomile,Decaf
99,30,West,OR,Herbal Tea,Lemon,Decaf
44,9,West,OR,Tea,Darjeeling,Regular
278,100,West,OR,Tea,Earl Grey,Regular
282,105,West,OR,Tea,Green Tea,Regular
93,20,West,OR,Coffee,Decaf Irish Cream,Decaf
110,34,West,WA,Espresso,Caffe Latte,Regular
133,18,West,WA,Espresso,Caffe Mocha,Regular
177,49,West,WA,Espresso,Decaf Espresso,Decaf
193,66,West,WA,Coffee,Columbian,Regular
232,79,West,WA,Herbal Tea,Chamomile,Decaf
107,40,West,WA,Herbal Tea,Lemon,Decaf
125,41,West,WA,Tea,Darjeeling,Regular
99,24,West,WA,Tea,Earl Grey,Regular
128,3,West,WA,Tea,Green Tea,Regular
